Nombre;CUIT;NroPrestador;Sucursal;Provincia;Seccional;Partido;Localidad;Domicilio;Telefono;Clasificacion prestador;Tipo de prestador;Especialidad;Plan;Fecha-Hora Transcripción;lat;lon
CLINICA LUJAN CAMARA DE CLINICAS;30546153203;6706;1;Mendoza;MENDOZA;Lujan de Cuyo;Lujan de Cuyo;Alvear 120;0261 498 0235;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Endocrinologia;Universal;;-33.0391236;-68.8820463
CLINICA LUJAN CAMARA DE CLINICAS;30546153203;6706;1;Mendoza;MENDOZA;Lujan de Cuyo;Lujan de Cuyo;Alvear 120;0261 498 0235;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Flebologia y Linfologia;Universal;;-33.0391236;-68.8820463
CLINICA LUJAN CAMARA DE CLINICAS;30546153203;6706;1;Mendoza;MENDOZA;Lujan de Cuyo;Lujan de Cuyo;Alvear 120;0261 498 0235;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Gastroenterologia;Universal;;-33.0391236;-68.8820463
CLINICA LUJAN CAMARA DE CLINICAS;30546153203;6706;1;Mendoza;MENDOZA;Lujan de Cuyo;Lujan de Cuyo;Alvear 120;0261 498 0235;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Ginecologia;Universal;;-33.0391236;-68.8820463
CLINICA LUJAN CAMARA DE CLINICAS;30546153203;6706;1;Mendoza;MENDOZA;Lujan de Cuyo;Lujan de Cuyo;Alvear 120;0261 498 0235;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Hematologia e Inmunologia;Universal;;-33.0391236;-68.8820463
CLINICA LUJAN CAMARA DE CLINICAS;30546153203;6706;1;Mendoza;MENDOZA;Lujan de Cuyo;Lujan de Cuyo;Alvear 120;0261 498 0235;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Infectologia;Universal;;-33.0391236;-68.8820463
CLINICA LUJAN CAMARA DE CLINICAS;30546153203;6706;1;Mendoza;MENDOZA;Lujan de Cuyo;Lujan de Cuyo;Alvear 120;0261 498 0235;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Kinesiologia;Universal;;-33.0391236;-68.8820463
CLINICA LUJAN CAMARA DE CLINICAS;30546153203;6706;1;Mendoza;MENDOZA;Lujan de Cuyo;Lujan de Cuyo;Alvear 120;0261 498 0235;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Nefrologia;Universal;;-33.0391236;-68.8820463
CLINICA LUJAN CAMARA DE CLINICAS;30546153203;6706;1;Mendoza;MENDOZA;Lujan de Cuyo;Lujan de Cuyo;Alvear 120;0261 498 0235;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Neumonologia;Universal;;-33.0391236;-68.8820463
CLINICA LUJAN CAMARA DE CLINICAS;30546153203;6706;1;Mendoza;MENDOZA;Lujan de Cuyo;Lujan de Cuyo;Alvear 120;0261 498 0235;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Neurocirugia;Universal;;-33.0391236;-68.8820463
CLINICA LUJAN CAMARA DE CLINICAS;30546153203;6706;1;Mendoza;MENDOZA;Lujan de Cuyo;Lujan de Cuyo;Alvear 120;0261 498 0235;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Neurologia;Universal;;-33.0391236;-68.8820463
CLINICA LUJAN CAMARA DE CLINICAS;30546153203;6706;1;Mendoza;MENDOZA;Lujan de Cuyo;Lujan de Cuyo;Alvear 120;0261 498 0235;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Nutricion;Universal;;-33.0391236;-68.8820463
CLINICA LUJAN CAMARA DE CLINICAS;30546153203;6706;1;Mendoza;MENDOZA;Lujan de Cuyo;Lujan de Cuyo;Alvear 120;0261 498 0235;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Obstetricia;Universal;;-33.0391236;-68.8820463
CLINICA LUJAN CAMARA DE CLINICAS;30546153203;6706;1;Mendoza;MENDOZA;Lujan de Cuyo;Lujan de Cuyo;Alvear 120;0261 498 0235;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Oftalmologia;Universal;;-33.0391236;-68.8820463
CLINICA LUJAN CAMARA DE CLINICAS;30546153203;6706;1;Mendoza;MENDOZA;Lujan de Cuyo;Lujan de Cuyo;Alvear 120;0261 498 0235;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Oncologia;Universal;;-33.0391236;-68.8820463
CLINICA LUJAN CAMARA DE CLINICAS;30546153203;6706;1;Mendoza;MENDOZA;Lujan de Cuyo;Lujan de Cuyo;Alvear 120;0261 498 0235;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Otorrinolaringologia;Universal;;-33.0391236;-68.8820463
CLINICA LUJAN CAMARA DE CLINICAS;30546153203;6706;1;Mendoza;MENDOZA;Lujan de Cuyo;Lujan de Cuyo;Alvear 120;0261 498 0235;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Pediatria;Universal;;-33.0391236;-68.8820463
CLINICA LUJAN CAMARA DE CLINICAS;30546153203;6706;1;Mendoza;MENDOZA;Lujan de Cuyo;Lujan de Cuyo;Alvear 120;0261 498 0235;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Reumatologia;Universal;;-33.0391236;-68.8820463
CLINICA LUJAN CAMARA DE CLINICAS;30546153203;6706;1;Mendoza;MENDOZA;Lujan de Cuyo;Lujan de Cuyo;Alvear 120;0261 498 0235;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Traumatologia y Ortopedia;Universal;;-33.0391236;-68.8820463
CLINICA LUJAN CAMARA DE CLINICAS;30546153203;6706;1;Mendoza;MENDOZA;Lujan de Cuyo;Lujan de Cuyo;Alvear 120;0261 498 0235;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Urologia;Universal;;-33.0391236;-68.8820463
CLINICA LUJAN CAMARA DE CLINICAS;30546153203;6706;1;Mendoza;MENDOZA;Lujan de Cuyo;Lujan de Cuyo;Alvear 120;0261 498 0235;Clinicas y Sanatorios;Cirugias;General;Universal;;-33.0391236;-68.8820463
CLINICA LUJAN CAMARA DE CLINICAS;30546153203;6706;1;Mendoza;MENDOZA;Lujan de Cuyo;Lujan de Cuyo;Alvear 120;0261 498 0235;Clinicas y Sanatorios;DiagnosticoyTratamiento;Ecografia;Universal;;-33.0391236;-68.8820463
CLINICA LUJAN CAMARA DE CLINICAS;30546153203;6706;1;Mendoza;MENDOZA;Lujan de Cuyo;Lujan de Cuyo;Alvear 120;0261 498 0235;Clinicas y Sanatorios;DiagnosticoyTratamiento;Laboratorio;Universal;;-33.0391236;-68.8820463
CLINICA LUJAN CAMARA DE CLINICAS;30546153203;6706;1;Mendoza;MENDOZA;Lujan de Cuyo;Lujan de Cuyo;Alvear 120;0261 498 0235;Clinicas y Sanatorios;DiagnosticoyTratamiento;Radiologia;Universal;;-33.0391236;-68.8820463
CLINICA DEL SUR;30710611986;71656;1;Mendoza;MENDOZA;Malargüe;Malargüe;Villegas Oeste 97;0260 447 0326;Clinicas y Sanatorios;GuardiaActiva;Clinica;Universal;;-35.4710968;-69.5867840
CLINICA DEL SUR;30710611986;71656;1;Mendoza;MENDOZA;Malargüe;Malargüe;Villegas Oeste 97;0260 447 0326;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Cardiologia;Universal;;-35.4710968;-69.5867840
CLINICA DEL SUR;30710611986;71656;1;Mendoza;MENDOZA;Malargüe;Malargüe;Villegas Oeste 97;0260 447 0326;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Clinica Medica;Universal;;-35.4710968;-69.5867840
CLINICA DEL SUR;30710611986;71656;1;Mendoza;MENDOZA;Malargüe;Malargüe;Villegas Oeste 97;0260 447 0326;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Dermatologia;Universal;;-35.4710968;-69.5867840
CLINICA DEL SUR;30710611986;71656;1;Mendoza;MENDOZA;Malargüe;Malargüe;Villegas Oeste 97;0260 447 0326;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Ginecologia;Universal;;-35.4710968;-69.5867840
CLINICA DEL SUR;30710611986;71656;1;Mendoza;MENDOZA;Malargüe;Malargüe;Villegas Oeste 97;0260 447 0326;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Neumonologia;Universal;;-35.4710968;-69.5867840
CLINICA DEL SUR;30710611986;71656;1;Mendoza;MENDOZA;Malargüe;Malargüe;Villegas Oeste 97;0260 447 0326;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Nutricion;Universal;;-35.4710968;-69.5867840
CLINICA DEL SUR;30710611986;71656;1;Mendoza;MENDOZA;Malargüe;Malargüe;Villegas Oeste 97;0260 447 0326;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Obstetricia;Universal;;-35.4710968;-69.5867840
CLINICA DEL SUR;30710611986;71656;1;Mendoza;MENDOZA;Malargüe;Malargüe;Villegas Oeste 97;0260 447 0326;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Pediatria;Universal;;-35.4710968;-69.5867840
CLINICA DEL SUR;30710611986;71656;1;Mendoza;MENDOZA;Malargüe;Malargüe;Villegas Oeste 97;0260 447 0326;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Psicologia;Universal;;-35.4710968;-69.5867840
CLINICA DEL SUR;30710611986;71656;1;Mendoza;MENDOZA;Malargüe;Malargüe;Villegas Oeste 97;0260 447 0326;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Traumatologia y Ortopedia;Universal;;-35.4710968;-69.5867840
CLINICA DEL SUR;30710611986;71656;1;Mendoza;MENDOZA;Malargüe;Malargüe;Villegas Oeste 97;0260 447 0326;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Urologia;Universal;;-35.4710968;-69.5867840
CLINICA DEL SUR;30710611986;71656;1;Mendoza;MENDOZA;Malargüe;Malargüe;Villegas Oeste 97;0260 447 0326;Clinicas y Sanatorios;Internacion;Piso;Universal;;-35.4710968;-69.5867840
CLINICA DEL SUR;30710611986;71656;1;Mendoza;MENDOZA;Malargüe;Malargüe;Villegas Oeste 97;0260 447 0326;Clinicas y Sanatorios;Cirugias;Endoscopica;Universal;;-35.4710968;-69.5867840
CLINICA DEL SUR;30710611986;71656;1;Mendoza;MENDOZA;Malargüe;Malargüe;Villegas Oeste 97;0260 447 0326;Clinicas y Sanatorios;Cirugias;General;Universal;;-35.4710968;-69.5867840
CLINICA DEL SUR;30710611986;71656;1;Mendoza;MENDOZA;Malargüe;Malargüe;Villegas Oeste 97;0260 447 0326;Clinicas y Sanatorios;DiagnosticoyTratamiento;Eco-Doppler;Universal;;-35.4710968;-69.5867840
CLINICA DEL SUR;30710611986;71656;1;Mendoza;MENDOZA;Malargüe;Malargüe;Villegas Oeste 97;0260 447 0326;Clinicas y Sanatorios;DiagnosticoyTratamiento;Ecografia;Universal;;-35.4710968;-69.5867840
CLINICA DEL SUR;30710611986;71656;1;Mendoza;MENDOZA;Malargüe;Malargüe;Villegas Oeste 97;0260 447 0326;Clinicas y Sanatorios;DiagnosticoyTratamiento;Laboratorio;Universal;;-35.4710968;-69.5867840
CLINICA DEL SUR;30710611986;71656;1;Mendoza;MENDOZA;Malargüe;Malargüe;Villegas Oeste 97;0260 447 0326;Clinicas y Sanatorios;DiagnosticoyTratamiento;Radiologia;Universal;;-35.4710968;-69.5867840
CLINICA DEL SUR;30710611986;71656;1;Mendoza;MENDOZA;Malargüe;Malargüe;Villegas Oeste 97;0260 447 0326;Clinicas y Sanatorios;DiagnosticoyTratamiento;Tomografia Computada;Universal;;-35.4710968;-69.5867840
POLICLINICO ATUEL SRL;30589470679;2567;1;Mendoza;MENDOZA;General Alvear;General Alvear;Fleming 292;02625 422 072;Clinicas y Sanatorios;GuardiaActiva;Clinica;Universal;;-34.9813510;-67.6817476
POLICLINICO ATUEL SRL;30589470679;2567;1;Mendoza;MENDOZA;General Alvear;General Alvear;Fleming 292;02625 422 072;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Cardiologia;Universal;;-34.9813510;-67.6817476
POLICLINICO ATUEL SRL;30589470679;2567;1;Mendoza;MENDOZA;General Alvear;General Alvear;Fleming 292;02625 422 072;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Neurologia;Universal;;-34.9813510;-67.6817476
POLICLINICO ATUEL SRL;30589470679;2567;1;Mendoza;MENDOZA;General Alvear;General Alvear;Fleming 292;02625 422 072;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Pediatria;Universal;;-34.9813510;-67.6817476
POLICLINICO ATUEL SRL;30589470679;2567;1;Mendoza;MENDOZA;General Alvear;General Alvear;Fleming 292;02625 422 072;Clinicas y Sanatorios;Internacion;Maternidad;Universal;;-34.9813510;-67.6817476
POLICLINICO ATUEL SRL;30589470679;2567;1;Mendoza;MENDOZA;General Alvear;General Alvear;Fleming 292;02625 422 072;Clinicas y Sanatorios;Cirugias;General;Universal;;-34.9813510;-67.6817476
POLICLINICO ATUEL SRL;30589470679;2567;1;Mendoza;MENDOZA;General Alvear;General Alvear;Fleming 292;02625 422 072;Clinicas y Sanatorios;DiagnosticoyTratamiento;Laboratorio;Universal;;-34.9813510;-67.6817476
POLICLINICO ATUEL SRL;30589470679;2567;1;Mendoza;MENDOZA;General Alvear;General Alvear;Fleming 292;02625 422 072;Clinicas y Sanatorios;DiagnosticoyTratamiento;Monitoreo Fetal;Universal;;-34.9813510;-67.6817476
SANATORIO G.A.S.A;30589470679;2567;1;Mendoza;MENDOZA;General Alvear;General Alvear;Carlos Pellegrini 501;02625 422072;Clinicas y Sanatorios;GuardiaActiva;Clinica;Universal;;-34.9798896;-67.6859931
SANATORIO G.A.S.A;30589470679;2567;1;Mendoza;MENDOZA;General Alvear;General Alvear;Carlos Pellegrini 501;02625 422072;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Nefrologia;Universal;;-34.9798896;-67.6859931
SANATORIO G.A.S.A;30589470679;2567;1;Mendoza;MENDOZA;General Alvear;General Alvear;Carlos Pellegrini 501;02625 422072;Clinicas y Sanatorios;DiagnosticoyTratamiento;Radiologia;Universal;;-34.9798896;-67.6859931
SANATORIO G.A.S.A;30589470679;2567;1;Mendoza;MENDOZA;General Alvear;General Alvear;Carlos Pellegrini 501;02625 422072;Clinicas y Sanatorios;DiagnosticoyTratamiento;Tomografia Computada;Universal;;-34.9798896;-67.6859931
SANATORIO ARGENTINO;30523014893;214;1;Mendoza;MENDOZA;San Martin;Ciudad de San Martin;Almirante Brown 45;0263 4421150;Clinicas y Sanatorios;GuardiaActiva;Clinica;Universal;;-33.0821239;-68.4740500
SANATORIO ARGENTINO;30523014893;214;1;Mendoza;MENDOZA;San Martin;Ciudad de San Martin;Almirante Brown 45;0263 4421150;Clinicas y Sanatorios;GuardiaPasiva;Pediatrica;Universal;;-33.0821239;-68.4740500
SANATORIO ARGENTINO;30523014893;214;1;Mendoza;MENDOZA;San Martin;Ciudad de San Martin;Almirante Brown 45;0263 4421150;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Clinica Medica;Universal;;-33.0821239;-68.4740500
POLICLINICA AMEG;30518766542;5522;1;Mendoza;MENDOZA;San Rafael;San Rafael;Av. Yrigoyen 985;0260-443 3333;Clinicas y Sanatorios;GuardiaActiva;Clinica;Universal;;-34.6121816;-68.3419675
POLICLINICA AMEG;30518766542;5522;1;Mendoza;MENDOZA;San Rafael;San Rafael;Av. Yrigoyen 985;0260-443 3333;Clinicas y Sanatorios;GuardiaActiva;Pediatrica;Universal;;-34.6121816;-68.3419675
POLICLINICA AMEG;30518766542;5522;1;Mendoza;MENDOZA;San Rafael;San Rafael;Av. Yrigoyen 985;0260-443 3333;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Cardiologia;Universal;;-34.6121816;-68.3419675
POLICLINICA AMEG;30518766542;5522;1;Mendoza;MENDOZA;San Rafael;San Rafael;Av. Yrigoyen 985;0260-443 3333;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Dermatologia;Universal;;-34.6121816;-68.3419675
POLICLINICA AMEG;30518766542;5522;1;Mendoza;MENDOZA;San Rafael;San Rafael;Av. Yrigoyen 985;0260-443 3333;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Fonoaudiologia;Universal;;-34.6121816;-68.3419675
POLICLINICA AMEG;30518766542;5522;1;Mendoza;MENDOZA;San Rafael;San Rafael;Av. Yrigoyen 985;0260-443 3333;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Gastroenterologia;Universal;;-34.6121816;-68.3419675
POLICLINICA AMEG;30518766542;5522;1;Mendoza;MENDOZA;San Rafael;San Rafael;Av. Yrigoyen 985;0260-443 3333;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Ginecologia;Universal;;-34.6121816;-68.3419675
POLICLINICA AMEG;30518766542;5522;1;Mendoza;MENDOZA;San Rafael;San Rafael;Av. Yrigoyen 985;0260-443 3333;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Kinesiologia;Universal;;-34.6121816;-68.3419675
POLICLINICA AMEG;30518766542;5522;1;Mendoza;MENDOZA;San Rafael;San Rafael;Av. Yrigoyen 985;0260-443 3333;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Medicina Familiar;Universal;;-34.6121816;-68.3419675
POLICLINICA AMEG;30518766542;5522;1;Mendoza;MENDOZA;San Rafael;San Rafael;Av. Yrigoyen 985;0260-443 3333;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Pediatria;Universal;;-34.6121816;-68.3419675
POLICLINICA AMEG;30518766542;5522;1;Mendoza;MENDOZA;San Rafael;San Rafael;Av. Yrigoyen 985;0260-443 3333;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Psicologia;Universal;;-34.6121816;-68.3419675
POLICLINICA AMEG;30518766542;5522;1;Mendoza;MENDOZA;San Rafael;San Rafael;Av. Yrigoyen 985;0260-443 3333;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Traumatologia y Ortopedia;Universal;;-34.6121816;-68.3419675
POLICLINICA AMEG;30518766542;5522;1;Mendoza;MENDOZA;San Rafael;San Rafael;Av. Yrigoyen 985;0260-443 3333;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Urologia;Universal;;-34.6121816;-68.3419675
POLICLINICA AMEG;30518766542;5522;1;Mendoza;MENDOZA;San Rafael;San Rafael;Av. Yrigoyen 985;0260-443 3333;Clinicas y Sanatorios;Internacion;Maternidad;Universal;;-34.6121816;-68.3419675
POLICLINICA AMEG;30518766542;5522;1;Mendoza;MENDOZA;San Rafael;San Rafael;Av. Yrigoyen 985;0260-443 3333;Clinicas y Sanatorios;Internacion;Piso;Universal;;-34.6121816;-68.3419675
POLICLINICA AMEG;30518766542;5522;1;Mendoza;MENDOZA;San Rafael;San Rafael;Av. Yrigoyen 985;0260-443 3333;Clinicas y Sanatorios;Internacion;UTI;Universal;;-34.6121816;-68.3419675
POLICLINICA AMEG;30518766542;5522;1;Mendoza;MENDOZA;San Rafael;San Rafael;Av. Yrigoyen 985;0260-443 3333;Clinicas y Sanatorios;Cirugias;General;Universal;;-34.6121816;-68.3419675
POLICLINICA AMEG;30518766542;5522;1;Mendoza;MENDOZA;San Rafael;San Rafael;Av. Yrigoyen 985;0260-443 3333;Clinicas y Sanatorios;DiagnosticoyTratamiento;Ecografia;Universal;;-34.6121816;-68.3419675
POLICLINICA AMEG;30518766542;5522;1;Mendoza;MENDOZA;San Rafael;San Rafael;Av. Yrigoyen 985;0260-443 3333;Clinicas y Sanatorios;DiagnosticoyTratamiento;Estudios Mamarios;Universal;;-34.6121816;-68.3419675
POLICLINICA AMEG;30518766542;5522;1;Mendoza;MENDOZA;San Rafael;San Rafael;Av. Yrigoyen 985;0260-443 3333;Clinicas y Sanatorios;DiagnosticoyTratamiento;Laboratorio;Universal;;-34.6121816;-68.3419675
POLICLINICA AMEG;30518766542;5522;1;Mendoza;MENDOZA;San Rafael;San Rafael;Av. Yrigoyen 985;0260-443 3333;Clinicas y Sanatorios;DiagnosticoyTratamiento;Radiologia;Universal;;-34.6121816;-68.3419675
POLICLINICA AMEG;30518766542;5522;1;Mendoza;MENDOZA;San Rafael;San Rafael;Av. Yrigoyen 985;0260-443 3333;Clinicas y Sanatorios;DiagnosticoyTratamiento;Resonancia Magnetica Nuclear;Universal;;-34.6121816;-68.3419675
POLICLINICA AMEG;30518766542;5522;1;Mendoza;MENDOZA;San Rafael;San Rafael;Av. Yrigoyen 985;0260-443 3333;Clinicas y Sanatorios;DiagnosticoyTratamiento;Tomografia Computada;Universal;;-34.6121816;-68.3419675
CLINICA ORL SAN LORENZO;30660462267;1764;1;Mendoza;MENDOZA;Mendoza Capital;2a Seccion;San Lorenzo 441;0261 423 0246;Centros Medicos;GuardiaPasiva;Otorrinolaringologia;Universal;;-32.8927132;-68.8460395
CLINICA ORL SAN LORENZO;30660462267;1764;1;Mendoza;MENDOZA;Mendoza Capital;2a Seccion;San Lorenzo 441;0261 423 0246;Centros Medicos;GuardiaPasiva;Pediatrica;Universal;;-32.8927132;-68.8460395
CLINICA ORL SAN LORENZO;30660462267;1764;1;Mendoza;MENDOZA;Mendoza Capital;2a Seccion;San Lorenzo 441;0261 423 0246;Centros Medicos;EspecialidadesAmbulatorio;Alergia e Inmunologia;Universal;;-32.8927132;-68.8460395
CLINICA ORL SAN LORENZO;30660462267;1764;1;Mendoza;MENDOZA;Mendoza Capital;2a Seccion;San Lorenzo 441;0261 423 0246;Centros Medicos;EspecialidadesAmbulatorio;Fonoaudiologia;Universal;;-32.8927132;-68.8460395
CLINICA ORL SAN LORENZO;30660462267;1764;1;Mendoza;MENDOZA;Mendoza Capital;2a Seccion;San Lorenzo 441;0261 423 0246;Centros Medicos;EspecialidadesAmbulatorio;Kinesiologia;Universal;;-32.8927132;-68.8460395
CLINICA ORL SAN LORENZO;30660462267;1764;1;Mendoza;MENDOZA;Mendoza Capital;2a Seccion;San Lorenzo 441;0261 423 0246;Centros Medicos;EspecialidadesAmbulatorio;Otorrinolaringologia;Universal;;-32.8927132;-68.8460395
CLINICA ORL SAN LORENZO;30660462267;1764;1;Mendoza;MENDOZA;Mendoza Capital;2a Seccion;San Lorenzo 441;0261 423 0246;Centros Medicos;EspecialidadesAmbulatorio;Otorrinolaringologia Infantil;Universal;;-32.8927132;-68.8460395
CLINICA ORL SAN LORENZO;30660462267;1764;1;Mendoza;MENDOZA;Mendoza Capital;2a Seccion;San Lorenzo 441;0261 423 0246;Centros Medicos;Internacion;Internacion Otorrinolaringologica;Universal;;-32.8927132;-68.8460395
CLINICA ORL SAN LORENZO;30660462267;1764;1;Mendoza;MENDOZA;Mendoza Capital;2a Seccion;San Lorenzo 441;0261 423 0246;Centros Medicos;Internacion;Piso;Universal;;-32.8927132;-68.8460395
CLINICA ORL SAN LORENZO;30660462267;1764;1;Mendoza;MENDOZA;Mendoza Capital;2a Seccion;San Lorenzo 441;0261 423 0246;Centros Medicos;Cirugias;Nariz y oido;Universal;;-32.8927132;-68.8460395
CLINICA ORL SAN LORENZO;30660462267;1764;1;Mendoza;MENDOZA;Mendoza Capital;2a Seccion;San Lorenzo 441;0261 423 0246;Centros Medicos;DiagnosticoyTratamiento;Audiometria;Universal;;-32.8927132;-68.8460395
CLINICA ORL SAN LORENZO;30660462267;1764;1;Mendoza;MENDOZA;Mendoza Capital;2a Seccion;San Lorenzo 441;0261 423 0246;Centros Medicos;DiagnosticoyTratamiento;Endoscopia Respiratoria;Universal;;-32.8927132;-68.8460395
CLINICA ORL SAN LORENZO;30660462267;1764;1;Mendoza;MENDOZA;Mendoza Capital;2a Seccion;San Lorenzo 441;0261 423 0246;Centros Medicos;DiagnosticoyTratamiento;Rehabilitacion Vestibular;Universal;;-32.8927132;-68.8460395
CLINICA ORL SAN LORENZO (consultorios externos);30660462267;1764;2;Mendoza;MENDOZA;Mendoza Capital;2a Seccion;San Lorenzo 375;0261 219 5651;Centros Medicos;EspecialidadesAmbulatorio;Alergia e Inmunologia;Universal;;-32.8929260;-68.8448681
CLINICA ORL SAN LORENZO (consultorios externos);30660462267;1764;2;Mendoza;MENDOZA;Mendoza Capital;2a Seccion;San Lorenzo 375;0261 219 5651;Centros Medicos;EspecialidadesAmbulatorio;Cardiologia;Universal;;-32.8929260;-68.8448681
CLINICA ORL SAN LORENZO (consultorios externos);30660462267;1764;2;Mendoza;MENDOZA;Mendoza Capital;2a Seccion;San Lorenzo 375;0261 219 5651;Centros Medicos;EspecialidadesAmbulatorio;Clinica Medica;Universal;;-32.8929260;-68.8448681
CLINICA ORL SAN LORENZO (consultorios externos);30660462267;1764;2;Mendoza;MENDOZA;Mendoza Capital;2a Seccion;San Lorenzo 375;0261 219 5651;Centros Medicos;EspecialidadesAmbulatorio;Fonoaudiologia;Universal;;-32.8929260;-68.8448681
CLINICA ORL SAN LORENZO (consultorios externos);30660462267;1764;2;Mendoza;MENDOZA;Mendoza Capital;2a Seccion;San Lorenzo 375;0261 219 5651;Centros Medicos;EspecialidadesAmbulatorio;Kinesiologia;Universal;;-32.8929260;-68.8448681
CLINICA ORL SAN LORENZO (consultorios externos);30660462267;1764;2;Mendoza;MENDOZA;Mendoza Capital;2a Seccion;San Lorenzo 375;0261 219 5651;Centros Medicos;EspecialidadesAmbulatorio;Nutricion;Universal;;-32.8929260;-68.8448681
CLINICA ORL SAN LORENZO (consultorios externos);30660462267;1764;2;Mendoza;MENDOZA;Mendoza Capital;2a Seccion;San Lorenzo 375;0261 219 5651;Centros Medicos;EspecialidadesAmbulatorio;Otorrinolaringologia;Universal;;-32.8929260;-68.8448681
CLINICA ORL SAN LORENZO (consultorios externos);30660462267;1764;2;Mendoza;MENDOZA;Mendoza Capital;2a Seccion;San Lorenzo 375;0261 219 5651;Centros Medicos;EspecialidadesAmbulatorio;Pediatria;Universal;;-32.8929260;-68.8448681
CLINICA ORL SAN LORENZO (consultorios externos);30660462267;1764;2;Mendoza;MENDOZA;Mendoza Capital;2a Seccion;San Lorenzo 375;0261 219 5651;Centros Medicos;EspecialidadesAmbulatorio;Psicologia;Universal;;-32.8929260;-68.8448681
CLINICA ORL SAN LORENZO (consultorios externos);30660462267;1764;2;Mendoza;MENDOZA;Mendoza Capital;2a Seccion;San Lorenzo 375;0261 219 5651;Centros Medicos;EspecialidadesAmbulatorio;Traumatologia y Ortopedia;Universal;;-32.8929260;-68.8448681
CLINICA ORL SAN LORENZO (consultorios externos);30660462267;1764;2;Mendoza;MENDOZA;Mendoza Capital;2a Seccion;San Lorenzo 375;0261 219 5651;Centros Medicos;DiagnosticoyTratamiento;Laboratorio;Universal;;-32.8929260;-68.8448681
CLINICA DE OJOS;30546081822;212;1;Mendoza;MENDOZA;Mendoza Capital;2a Seccion;Av. España 780;0261 4497800;Centros Medicos;GuardiaPasiva;Oftalmologica;Universal;;-32.893642;-68.842966
CLINICA DE OJOS;30546081822;212;1;Mendoza;MENDOZA;Mendoza Capital;2a Seccion;Av. España 780;0261 4497800;Centros Medicos;GuardiaPasiva;Pediatrica;Universal;;-32.893642;-68.842966
CLINICA DE OJOS;30546081822;212;1;Mendoza;MENDOZA;Mendoza Capital;2a Seccion;Av. España 780;0261 4497800;Centros Medicos;EspecialidadesAmbulatorio;Oftalmologia;Universal;;-32.893642;-68.842966
CLINICA DE OJOS;30546081822;212;1;Mendoza;MENDOZA;Mendoza Capital;2a Seccion;Av. España 780;0261 4497800;Centros Medicos;EspecialidadesAmbulatorio;Oftalmologia Infantil;Universal;;-32.893642;-68.842966
CLINICA DE OJOS;30546081822;212;1;Mendoza;MENDOZA;Mendoza Capital;2a Seccion;Av. España 780;0261 4497800;Centros Medicos;Internacion;Internacion Oftalmologica;Universal;;-32.893642;-68.842966
CLINICA DE OJOS;30546081822;212;1;Mendoza;MENDOZA;Mendoza Capital;2a Seccion;Av. España 780;0261 4497800;Centros Medicos;Cirugias;Oftalmologica;Universal;;-32.893642;-68.842966
